city_ascii,country,population
Nueva Rosita,Mexico,36642
San Felipe,Mexico,20750
Zacatecas,Mexico,234481
Irapuato,Mexico,339554
Vicente Guerrero,Mexico,12829
San Quintin,Mexico,5433
Chetumal,Mexico,154517
Esperanza,Mexico,3836
Izamal,Mexico,14954
Ticul,Mexico,30519
Villahermosa,Mexico,428564
Mazatlan,Mexico,368204
Ciudad Victoria,Mexico,274900
Mexicali,Mexico,885000
Aguascalientes,Mexico,869000
Chihuahua,Mexico,793000
Guanajuato,Mexico,112200
Chilpancingo,Mexico,182387
Pachuca,Mexico,319581
Guadalajara,Mexico,4198000
Cuernavaca,Mexico,834001
Monterrey,Mexico,3712000
Lazaro Cardenas,Mexico,160087
Miahuatlan,Mexico,17632
Mitla,Mexico,7547
Valladolid,Mexico,48479
Ciudad Constitucion,Mexico,39915
Villa Union,Mexico,15443
Eldorado,Mexico,17365
Tekax,Mexico,22806
Montemorelos,Mexico,42640
Xalapa,Mexico,452186
Teziutlan,Mexico,177796
Motul,Mexico,21253
Merida,Mexico,965000
Guerrero Negro,Mexico,13054
Saltillo,Mexico,754000
Punta Prieta,Mexico,527
Salina Cruz,Mexico,81063
Durango,Mexico,457140
Acatlan,Mexico,18879
Tepic,Mexico,318781
Tecuala,Mexico,14921
Ayutla,Mexico,9897
Huajuapan de Leon,Mexico,47844
Pochutla,Mexico,24481
Colima,Mexico,223287
Autlan,Mexico,47669
Coalcoman,Mexico,10715
Apatzingan,Mexico,98422
Halacho,Mexico,9165
Peto,Mexico,17607
Papasquiaro,Mexico,22750
Puerto Escondido,Mexico,19488
Hermosillo,Mexico,595811
Juchitan,Mexico,67637
San Luis Potosi,Mexico,992000
Culiacan,Mexico,809000
Uruapan,Mexico,264531
Tehuantepec,Mexico,42776
Salamanca,Mexico,197524
Mexico City,Mexico,19028000
Zamora,Mexico,214947
Tlaxiaco,Mexico,21391
Petatlan,Mexico,31910
La Cruz,Mexico,11900
Allende,Mexico,19636
Agua Prieta,Mexico,86083
Piedras Negras,Mexico,139619
Reynosa,Mexico,498654
Ojinaga,Mexico,22128
La Paz,Mexico,189767
Tapachula,Mexico,221521
Escuintla,Mexico,107638
Atlixco,Mexico,97842
Orizaba,Mexico,355333
Taxco,Mexico,53217
Iguala,Mexico,112106
Cabo San Lucas,Mexico,42601
Villanueva,Mexico,11138
Tecpan,Mexico,14638
Atoyac,Mexico,20515
Jaltipan,Mexico,66998
La Barca,Mexico,35345
Queretaro,Mexico,961000
Leon,Mexico,1488000
Pijijiapan,Mexico,23675
Campeche,Mexico,205212
Toluca,Mexico,1531000
Tlaxcala,Mexico,503878
Oaxaca,Mexico,530728
Puebla,Mexico,2195000
Tuxtla Gutierrez,Mexico,481128
Lagos de Moreno,Mexico,94127
Progreso,Mexico,47124
Tuxpam,Mexico,109049
Balancan,Mexico,11895
Tizimin,Mexico,41993
Los Mochis,Mexico,249047
Altata,Mexico,1000
Navajoa,Mexico,116093
Santa Barbara,Mexico,10800
Ciudad Hidalgo,Mexico,64154
Parras,Mexico,32253
Hidalgo del Parral,Mexico,103378
Delicias,Mexico,114783
Ensenada,Mexico,256565
Linares,Mexico,57731
San Juan del Rio,Mexico,147559
Minatitlan,Mexico,201902
Villa Ahumada,Mexico,9326
Tehuacan,Mexico,241429
Ciudad del Carmen,Mexico,156195
Morelia,Mexico,644306
Escuinapa,Mexico,28248
Nezahualcoyotl,Mexico,1109363
Gomez Palacio,Mexico,399328
Paraiso,Mexico,23830
Frontera,Mexico,22621
Tenosique,Mexico,32415
Tecoman,Mexico,91321
Aldama,Mexico,12292
Loreto,Mexico,11227
Santa Rosalia,Mexico,11899
El Fuerte,Mexico,11171
Guasave,Mexico,96860
Manzanillo,Mexico,110735
Celaya,Mexico,383697
San Pedro de las Colonias,Mexico,53688
Monclova,Mexico,236244
Torreon,Mexico,1144000
Nogales,Mexico,178097
Rio Verde,Mexico,69613
Tamuin,Mexico,14748
Tamazunchale,Mexico,72685
Ciudad Valles,Mexico,114964
Cardenas,Mexico,15331
Guamuchil,Mexico,62695
Tijuana,Mexico,1553000
Cozumel,Mexico,73934
Isla Mujeres,Mexico,12491
Cancun,Mexico,542043
Felipe Carrillo Puerto,Mexico,24807
Champoton,Mexico,26636
Cuencame,Mexico,8876
Canatlan,Mexico,10342
Compostela,Mexico,16162
Santiago Ixcuintla,Mexico,18365
Tuxpan,Mexico,26115
Matehuala,Mexico,67717
Fresnillo,Mexico,105488
Valparaiso,Mexico,10545
Sabinas Hidalgo,Mexico,32047
Ascension,Mexico,11781
Ciudad Juarez,Mexico,1343000
Juan Aldama,Mexico,14162
Caborca,Mexico,57357
Magdalena,Mexico,23359
Mazatlan,Mexico,500000
Puerto Vallarta,Mexico,187134
Zumpango,Mexico,250000
Nuevo Laredo,Mexico,349550
Matamoros,Mexico,538785
San Fernando,Mexico,29171
Ciudad Madero,Mexico,192736
Tampico,Mexico,859419
Ciudad Mante,Mexico,79981
Tula,Mexico,9054
Ciudad Guzman,Mexico,92161
Ciudad Camargo,Mexico,37743
Cuauhtemoc,Mexico,90835
Nuevo Casas Grandes,Mexico,54826
Poza Rica de Hidalgo,Mexico,254481
Ometepec,Mexico,30271
Ciudad Altamirano,Mexico,24533
Huatabampo,Mexico,30426
Ciudad Obregon,Mexico,288002
Guaymas,Mexico,103449
Panuco,Mexico,35316
Cananea,Mexico,33433
Acapulco,Mexico,715584
San Cristobal de Las Casas,Mexico,186661
Veracruz,Mexico,578963
Coatzacoalcos,Mexico,287285
Santiago Tuxtla,Mexico,15681
Cordoba,Mexico,220563
Nautla,Mexico,2890
Sibu,Malaysia,203832
Shah Alam,Malaysia,481654
Bintulu,Malaysia,151617
Kuching,Malaysia,570407
Victoria,Malaysia,
Taiping,Malaysia,237095
Chukai,Malaysia,82425
Kuala Lumpur,Malaysia,1448000
Kangar,Malaysia,63869
Alor Setar,Malaysia,336475
George Town,Malaysia,2500000
Butterworth,Malaysia,821652
Sungai Petani,Malaysia,358499
Sandakan,Malaysia,392288
Lahad Datu,Malaysia,105622
Kota Baharu,Malaysia,505583
Johor Bahru,Malaysia,875000
Keluang,Malaysia,169828
Kuala Terengganu,Malaysia,350210
Ipoh,Malaysia,673318
Kuantan,Malaysia,366229
Kota Kinabalu,Malaysia,527671
Tawau,Malaysia,306462
Kuala Lipis,Malaysia,15448
Teluk Intan,Malaysia,101659
Malacca,Malaysia,788706
Muar,Malaysia,191346
Miri,Malaysia,228212
Seremban,Malaysia,372917
Putrajaya,Malaysia,67964
Raub,Malaysia,40024
Batu Pahat,Malaysia,199619
Kelang,Malaysia,956000
Espungabera,Mozambique,393
Quelimane,Mozambique,188964
Nicuadala,Mozambique,6945
Mapai,Mozambique,201
Mocimboa,Mozambique,27909
Maxixe,Mozambique,119868
Mocambique,Mozambique,54315
Nampula,Mozambique,388526
Massangena,Mozambique,650
Quissico,Mozambique,1210
Chiramba,Mozambique,556
Xai-Xai,Mozambique,128805
Ligonha,Mozambique,3500
Vilanculos,Mozambique,177
Dondo,Mozambique,78648
Macia,Mozambique,23156
Moatize,Mozambique,42000
Angoche,Mozambique,57835
Cuamba,Mozambique,73268
Inhambane,Mozambique,115776
Beira,Mozambique,530604
Lichinga,Mozambique,109839
Pemba,Mozambique,110643
Panda,Mozambique,602
Manica,Mozambique,4000
Nacala,Mozambique,224795
Montepuez,Mozambique,72279
Maputo,Mozambique,1446000
Mocuba,Mozambique,68984
Marrupa,Mozambique,8762
Chimoio,Mozambique,256936
Tete,Mozambique,129316
Matola,Mozambique,543907
Oshikango,Namibia,12423
Okahandja,Namibia,20879
Ongwediva,Namibia,25032
Windhoek,Namibia,268132
Oranjemund,Namibia,8496
Otavi,Namibia,4562
Rehoboth,Namibia,25219
Bethanie,Namibia,10363
Karasburg,Namibia,6054
Omaruru,Namibia,11547
Walvis Bay,Namibia,52058
Karibib,Namibia,6898
Luderitz,Namibia,15137
Grootfontein,Namibia,24099
Usakos,Namibia,9147
Outjo,Namibia,6557
Katima Mulilo,Namibia,25027
Outapi,Namibia,
Eenhana,Namibia,
Oshakati,Namibia,
Gobabis,Namibia,16321
Maltahohe,Namibia,2329
Opuwo,Namibia,4857
Swakopmund,Namibia,29491
Keetmanshoop,Namibia,18039
Otjiwarongo,Namibia,24815
Mariental,Namibia,13380
Rundu,Namibia,58172
Nkurenkuru,Namibia,
Tsumeb,Namibia,14959
Omuthiya,Namibia,
Kone,New Caledonia,
We,New Caledonia,
Noumea,New Caledonia,93060
Niamey,Niger,915000
Maradi,Niger,232555
Zinder,Niger,230358
Ayorou,Niger,26290
Gaya,Niger,33051
Arlit,Niger,100000
Birni Nkonni,Niger,65252
Madaoua,Niger,24804
Tahoua,Niger,115956
Nguigmi,Niger,17897
Dosso,Niger,49750
Goure,Niger,14639
Diffa,Niger,30988
Tillaberi,Niger,19262
Djado,Niger,10
Agadez,Niger,117770
Kingston,Norfolk Island,
Abuja,Nigeria,1576000
Uyo,Nigeria,554906
Akure,Nigeria,420594
Koko,Nigeria,25792
Port Harcourt,Nigeria,1020000
Gombe,Nigeria,270366
Nsukka,Nigeria,111017
Potiskum,Nigeria,86002
Damaturu,Nigeria,255895
Wukari,Nigeria,92933
Maiduguri,Nigeria,896000
Kontagora,Nigeria,98754
Jos,Nigeria,816824
Abakaliki,Nigeria,
Ife,Nigeria,482365
Abeokuta,Nigeria,593100
Ikeja,Nigeria,
Lagos,Nigeria,9466000
Ijebu Ode,Nigeria,209175
Iwo,Nigeria,250443
Oshogbo,Nigeria,408245
Ilorin,Nigeria,771000
Gusau,Nigeria,226857
Yenagoa,Nigeria,
Minna,Nigeria,291905
Ado Ekiti,Nigeria,446749
Ibadan,Nigeria,2628000
Iseyin,Nigeria,98071
Funtua,Nigeria,180475
Katsina,Nigeria,432149
Oyo,Nigeria,736072
Ogbomosho,Nigeria,951000
Benin City,Nigeria,1190000
Keffi,Nigeria,85911
Lafia,Nigeria,127236
Ondo,Nigeria,257005
Lokoja,Nigeria,60579
Sokoto,Nigeria,732178
Kaduna,Nigeria,1442000
Kano,Nigeria,3140000
Zaria,Nigeria,889000
Ikare,Nigeria,1099931
Owo,Nigeria,276574
Dutse,Nigeria,17129
Idah,Nigeria,75087
Mubi,Nigeria,225705
Orlu,Nigeria,9351
Bama,Nigeria,118121
Bauchi,Nigeria,316149
Makurdi,Nigeria,292645
Oturkpo,Nigeria,68220
Onitsha,Nigeria,73374
Awka,Nigeria,500000
Enugu,Nigeria,688862
Biu,Nigeria,95005
Owerri,Nigeria,215038
Calabar,Nigeria,461796
Sapele,Nigeria,309162
Opobo,Nigeria,34911
Aba,Nigeria,897560
Umuahia,Nigeria,264662
Warri,Nigeria,830106
Asaba,Nigeria,
Bida,Nigeria,173849
Kumo,Nigeria,35712
Azare,Nigeria,105687
Gashua,Nigeria,125817
Yola,Nigeria,96006
Nguru,Nigeria,111014
Jalingo,Nigeria,117757
Numan,Nigeria,77617
Birnin Kebbi,Nigeria,108164
Managua,Nicaragua,920000
San Carlos,Nicaragua,13451
Juigalpa,Nicaragua,54731
Boaco,Nicaragua,29046
Granada,Nicaragua,105219
Puerto Cabezas,Nicaragua,43001
Jinotepe,Nicaragua,29507
Jinotega,Nicaragua,51073
Leon,Nicaragua,164441
Esteli,Nicaragua,107839
Somoto,Nicaragua,20316
Chinandega,Nicaragua,139023
Ocotal,Nicaragua,33928
Masaya,Nicaragua,130113
Bluefields,Nicaragua,44373
Rivas,Nicaragua,31941
Matagalpa,Nicaragua,109089
San Juan de Nicaragua,Nicaragua,1000
San Juan del Sur,Nicaragua,7790
Maastricht,Netherlands,122378
Amsterdam,Netherlands,1031000
The Hague,Netherlands,1406000
Haarlem,Netherlands,349957
Groningen,Netherlands,216688
Middelburg,Netherlands,46485
Lelystad,Netherlands,
Arnhem,Netherlands,141674
Assen,Netherlands,62237
's-Hertogenbosch,Netherlands,134520
Zwolle,Netherlands,111805
Utrecht,Netherlands,640000
Leeuwarden,Netherlands,125778
Rotterdam,Netherlands,1005000
Eindhoven,Netherlands,398053
Tromso,Norway,52436
Molde,Norway,18594
Vossavangen,Norway,5571
Oslo,Norway,835000
Lillehammer,Norway,19542
Baerum,Norway,113659
Stavanger,Norway,173132
Hermansverk,Norway,
Leikanger,Norway,1965
Kristiansand,Norway,63814
Bergen,Norway,213585
Skien,Norway,73330
Arendal,Norway,30916
Hamar,Norway,29479
Tonsberg,Norway,38914
Drammen,Norway,90722
Bodo,Norway,34073
Haugesund,Norway,40321
Svolvaer,Norway,4197
Alesund,Norway,47772
Harstad,Norway,19433
Finnsnes,Norway,3907
Alta,Norway,12077
Kirkenes,Norway,3282
Sandnes,Norway,46911
Gjovik,Norway,22719
Mo i Rana,Norway,20409
Sarpsborg,Norway,
Moss,Norway,36901
Vadso,Norway,5139
Rorvik,Norway,2615
Namsos,Norway,9035
Trondheim,Norway,147139
Steinkjer,Norway,11274
Narvik,Norway,20000
Hammerfest,Norway,10000
Jumla,Nepal,9073
Salyan,Nepal,15000
Kathmandu,Nepal,895000
Bhairawa,Nepal,63367
Pokhara,Nepal,200000
Hetauda,Nepal,232334
Dandeldhura,Nepal,19014
Baglung,Nepal,23296
Ramechhap,Nepal,15000
Lalitpur,Nepal,337785
Biratnagar,Nepal,182324
Rajbiraj,Nepal,33061
Bhimphedi,Nepal,15000
Ilam,Nepal,17491
Dhangarhi,Nepal,92294
Birganj,Nepal,133238
Nepalganj,Nepal,64400
Alofi,Niue,
Masterton,New Zealand,20200
Gore,New Zealand,9750
Te Anau,New Zealand,1857
Invercargill,New Zealand,49200
Ashburton,New Zealand,17700
Timaru,New Zealand,27200
Kaikoura,New Zealand,2172
Christchurch,New Zealand,363200
Queenstown,New Zealand,16600
Porirua,New Zealand,52500
Wanaka,New Zealand,5037
Nelson,New Zealand,60800
Picton,New Zealand,2928
Hamilton,New Zealand,148200
Dunedin,New Zealand,117700
Thames,New Zealand,6756
Lower Hutt,New Zealand,102400
Palmerston North,New Zealand,82400
Wanganui,New Zealand,43200
Westport,New Zealand,3900
Hokitika,New Zealand,3078
Greymouth,New Zealand,10100
Paraparaumu,New Zealand,25263
Wellington,New Zealand,393400
Upper Hutt,New Zealand,39200
Levin,New Zealand,19550
Rotorua,New Zealand,56200
Tauranga,New Zealand,121500
Waitangi,New Zealand,300
Taupo,New Zealand,22600
Whakatane,New Zealand,18700
Kerikeri,New Zealand,5856
Whangarei,New Zealand,52200
Pukekohe,New Zealand,26300
Auckland,New Zealand,1377200
Waitakere,New Zealand,208100
Cambridge,New Zealand,15192
Kaitaia,New Zealand,5202
Gisborne,New Zealand,34300
Turangi,New Zealand,3240
Tokoroa,New Zealand,13350
Manukau,New Zealand,375600
Napier,New Zealand,57800
North Shore,New Zealand,205605
Oban,New Zealand,310
New Plymouth,New Zealand,52500
Hawera,New Zealand,11100
Kaiapoi,New Zealand,10200
Mirbat,Oman,1120
Nizwa,Oman,72076
Ar Rustaq,Oman,
Hayma',Oman,
Sur,Oman,
Khasab,Oman,
Salalah,Oman,203877
Muscat,Oman,734697
Suhar,Oman,
Ibra',Oman,
Alayat Samail,Oman,47718
Ibri,Oman,101640
Al Buraymi,Oman,
As Sib,Oman,237816
Dawwah,Oman,2000
Suhar,Oman,151349
Balboa,Panama,62882
Panama City,Panama,1281000
La Chorrera,Panama,
Colon,Panama,204000
Jaque,Panama,1357
La Palma,Panama,1845
Penonome,Panama,28766
Union Choco,Panama,
David,Panama,110037
Puerto Armuelles,Panama,27147
Santiago,Panama,45955
Las Tablas,Panama,11358
Chitre,Panama,44082
Buabidi,Panama,
Bocas del Toro,Panama,9883
Almirante,Panama,8114
El Porvenir,Panama,10
Trujillo,Peru,765171
Lima,Peru,8012000
Abancay,Peru,55111
Nuevo Rocafuerte,Peru,40
Arequipa,Peru,815000
Huaura,Peru,40400
Tournavista,Peru,511
Jaen,Peru,52493
Huamachuco,Peru,30835
Chiclayo,Peru,596792
Motupe,Peru,13681
Lamas,Peru,13693
Juanjui,Peru,37715
Olmos,Peru,9800
Moyobamba,Peru,47734
Tarapoto,Peru,936
Chulucanas,Peru,68835
Huaraz,Peru,86934
Chota,Peru,14240
Callao,Peru,876877
Tarma,Peru,51350
Ilave,Peru,16033
Puno,Peru,116552
Urubamba,Peru,7540
La Oroya,Peru,33345
San Ramon,Peru,14708
Cerro de Pasco,Peru,137232
Jauja,Peru,21057
Cajamarca,Peru,142665
Satipo,Peru,15532
Ilo,Peru,53476
Gueppi,Peru,10
Otuzco,Peru,10134
Moquegua,Peru,54517
Andoas,Peru,10
Salaverry,Peru,10066
Pativilca,Peru,31905
Soldado Bartra,Peru,10
Puca Urco,Peru,10
Tumbes,Peru,109223
Ica,Peru,279420
Sullana,Peru,160789
Cusco,Peru,361182
Santo Tomas,Peru,4134
Puquio,Peru,10491
Juliaca,Peru,245675
Huancayo,Peru,412733
Piura,Peru,396932
Paita,Peru,56151
Tingo Maria,Peru,53177
Huanuco,Peru,158145
Sicuani,Peru,33575
Desaguadero,Peru,5329
Cajabamba,Peru,13486
Putina,Peru,8118
Pacasmayo,Peru,39282
Caballococha,Peru,3195
Tocache,Peru,29029
Pucallpa,Peru,310750
Junin,Peru,15320
Camana,Peru,20956
Chincha Alta,Peru,153076
Nauta,Peru,2500
Iquitos,Peru,458729
Puerto Maldonado,Peru,67155
Requena,Peru,18000
Casma,Peru,30000
Ayaviri,Peru,19310
Chosica,Peru,88606
Ayacucho,Peru,166314
Huancavelica,Peru,44388
Huanta,Peru,18627
Chilca,Peru,12884
Chancay,Peru,26958
Chimbote,Peru,349846
Nasca,Peru,23556
Mollendo,Peru,49033
Huarmey,Peru,16172
Santiago,Peru,10449
Coracora,Peru,7420
Pimentel,Peru,15552
Ferrenafe,Peru,50184
Talara,Peru,99074
Sechura,Peru,23020
Pisco,Peru,81207
Contamana,Peru,18921
Chachapoyas,Peru,25978
Huacho,Peru,80474
Tacna,Peru,280098
Papeete,French Polynesia,131695
Port Moresby,Papua New Guinea,283733
Kieta,Papua New Guinea,6958
Sohano,Papua New Guinea,2338
Wewak,Papua New Guinea,25143
Kavieng,Papua New Guinea,19728
Lorengau,Papua New Guinea,5806
Hoskins,Papua New Guinea,871
Abau,Papua New Guinea,230
Kimbe,Papua New Guinea,18847
Alotau,Papua New Guinea,11624
Daru,Papua New Guinea,15214
Mt. Hagen,Papua New Guinea,59064
Lae,Papua New Guinea,131052
Goroka,Papua New Guinea,39699
Madang,Papua New Guinea,62023
Arawa,Papua New Guinea,40266
Kerema,Papua New Guinea,5646
Vanimo,Papua New Guinea,11204
Rabaul,Papua New Guinea,8074
Popondetta,Papua New Guinea,28198
Wabag,Papua New Guinea,3958
Mendi,Papua New Guinea,26252
Kundiawa,Papua New Guinea,9383
Alabel,Philippines,
Laoag,Philippines,207048
Marawi City,Philippines,
Cadiz,Philippines,283157
Malaybalay,Philippines,
Calbayog,Philippines,67921
Gingoog,Philippines,218
Roxas,Philippines,102688
San Pablo,Philippines,240830
San Carlos,Philippines,6353
City of Isabela,Philippines,
Cabanatuan,Philippines,220250
Baguio City,Philippines,447824
Manila,Philippines,11100000
Makati City,Philippines,
Pasig City,Philippines,
City of Paranaque,Philippines,
Baler,Philippines,
Bangued,Philippines,
Balanga,Philippines,
Boac,Philippines,
Malita,Philippines,
Malolos,Philippines,
Mati,Philippines,
Batangas,Philippines,424508
Bayombong,Philippines,
Angeles,Philippines,314493
Bacolod,Philippines,949354
Mandaue City,Philippines,
Bongao,Philippines,
Bontoc,Philippines,
Borongan,Philippines,
Butuan,Philippines,190557
Cabadbaran,Philippines,
Cabarroguis,Philippines,
Cagayan de Oro,Philippines,1121561
Calapan,Philippines,
Caloocan City,Philippines,
Catarman,Philippines,
Catbalogan,Philippines,
Cebu,Philippines,815000
Cotabato,Philippines,279519
Daet,Philippines,
Dagupan,Philippines,163676
Davao,Philippines,1402000
Digos,Philippines,
Dipolog,Philippines,
Dumaguete City,Philippines,
General Santos,Philippines,950530
Iba,Philippines,
Ilagan,Philippines,
Iligan,Philippines,464599
Iloilo,Philippines,387681
Ipil,Philippines,
Jolo,Philippines,
Jordan,Philippines,
Kabugao,Philippines,
Kalibo,Philippines,
Kidapawan,Philippines,
Lagawe,Philippines,
La Trinidad,Philippines,
Lapu-Lapu City,Philippines,
Legazpi,Philippines,320081
Lingayen,Philippines,
Lucena,Philippines,
Maasin,Philippines,
Malabon,Philippines,
Mambajao,Philippines,
Mamburao,Philippines,
Mandaluyong City,Philippines,
Marikina City,Philippines,
Masbate,Philippines,
Muntinlupa City,Philippines,
Nabunturan,Philippines,
Naga,Philippines,741635
Naval,Philippines,
Navotas,Philippines,
Olongapo,Philippines,304388
Ormac,Philippines,167584
Oroquieta,Philippines,
Pagadian,Philippines,159590
Palayan City,Philippines,
Pasay City,Philippines,403064
Pili,Philippines,
Prosperidad,Philippines,
Puerto Princesa,Philippines,157144
Quezon City,Philippines,2761720
Romblon,Philippines,
San Fernando,Philippines,
San Fernando,Philippines,
San Jose,Philippines,
San Juan,Philippines,
Santa Cruz,Philippines,
Santiago,Philippines,
Shariff Aguak,Philippines,
Siquijor,Philippines,
Sorsogon,Philippines,
Surigao,Philippines,87832
Tabuk,Philippines,
Tacloban,Philippines,280006
Taguig City,Philippines,
Tagum,Philippines,
Tandag,Philippines,
Tarlac,Philippines,183930
Trece Martires City,Philippines,
Tubod,Philippines,
Tuguegarao,Philippines,115105
Valenzuela,Philippines,
Vigan,Philippines,48545
Virac,Philippines,
Zamboanga,Philippines,773000
San Jose,Philippines,
Basco,Philippines,
Antipolo,Philippines,
Koronadal,Philippines,
Isulan,Philippines,
Ozamis,Philippines,97806
Tagum,Philippines,6726
Karachi,Pakistan,12130000
Gilgit,Pakistan,216760
Chaman,Pakistan,88568
Turbat,Pakistan,147791
Islamabad,Pakistan,780000
Zhob,Pakistan,88356
Quetta,Pakistan,768000
Hyderabad,Pakistan,1459000
Mardan,Pakistan,300424
Saidu,Pakistan,1860310
Jhang,Pakistan,341210
Kasur,Pakistan,290643
Lahore,Pakistan,6577000
Nawabshah,Pakistan,229504
Chiniot,Pakistan,201781
Bannu,Pakistan,622419
Sadiqabad,Pakistan,189876
Sukkur,Pakistan,417767
Peshawar,Pakistan,1303000
Bahawalpur,Pakistan,552607
Sargodha,Pakistan,542603
Dera Ismail Khan,Pakistan,101616
Kundian,Pakistan,35406
Gwadar,Pakistan,51901
Parachinar,Pakistan,55685
Larkana,Pakistan,364033
Kohat,Pakistan,343027
Rahim Yar Khan,Pakistan,353203
Mirput Khas,Pakistan,356435
Dera Ghazi Khan,Pakistan,236093
Gujranwala,Pakistan,1513000
Rawalpindi,Pakistan,1858000
Gujrat,Pakistan,301506
Sialkote,Pakistan,477396
Mansehra,Pakistan,66486
Abbottabad,Pakistan,1183647
Multan,Pakistan,1522000
Sheikhu Pura,Pakistan,361303
Sahiwal,Pakistan,235695
Okara,Pakistan,223648
Faisalabad,Pakistan,2617000
Lodz,Poland,758000
Lublin,Poland,360044
Wroclaw,Poland,634893
Bialystok,Poland,291855
Poznan,Poland,623997
Zielona Gora,Poland,118433
Bydgoszcz,Poland,366452
Szczecin,Poland,407811
Gdansk,Poland,740000
Olsztyn,Poland,186670
Katowice,Poland,2746000
Rzeszow,Poland,245686
Krakow,Poland,756000
Opole,Poland,131412
Kielce,Poland,215733
Gorzow Wielkopolski,Poland,
Gdynia,Poland,314664
Grudziadz,Poland,102443
Inowroclaw,Poland,79007
Gliwice,Poland,507670
Bytom,Poland,662247
Warsaw,Poland,1707000
Elblag,Poland,127558
Elk,Poland,55769
Koszalin,Poland,107450
Saint-Pierre,Saint Pierre And Miquelon,
Adamstown,Pitcairn Islands,
Funchal,Portugal,204767
Setubal,Portugal,117974
Lisbon,Portugal,2812000
Evora,Portugal,55620
Angra do Heroismo,Portugal,12045
Santarem,Portugal,29385
Horta,Portugal,6611
Ponta Delgada,Portugal,61526
Porto,Portugal,1337000
Faro,Portugal,41355
Vila Real,Portugal,17001
Aveiro,Portugal,54162
Guarda,Portugal,32111
Viseu,Portugal,26364
Braganca,Portugal,34375
Viana Do Castelo,Portugal,15555
Braga,Portugal,826833
Beja,Portugal,35854
Castelo Branco,Portugal,33479
Portalegre,Portugal,15581
Coimbra,Portugal,106582
Leiria,Portugal,45112
Covilha,Portugal,24828
Portimao,Portugal,61226
Koror,Palau,11200
Melekeok,Palau,7026
Ngerulmud,Palau,
La Victoria,Paraguay,5000
General Eugenio Alejandrino Garay,Paraguay,972
Bella Vista,Paraguay,16852
Nacunday,Paraguay,1250
Mariscal Estigarribia,Paraguay,2500
Horqueta,Paraguay,16171
Capitan Pablo Lagerenza,Paraguay,1200
Pozo Colorado,Paraguay,2135
Belen,Paraguay,11359
Fuerte Olimpo,Paraguay,2475
Abai,Paraguay,3024
Aregua,Paraguay,
Caazapa,Paraguay,5504
Concepcion,Paraguay,59118
Caacupe,Paraguay,21696
Villarrica,Paraguay,41157
Pedro Juan Caballero,Paraguay,102787
Encarnacion,Paraguay,357119
Coronel Oviedo,Paraguay,88101
Ciudad del Este,Paraguay,320872
San Juan Bautista,Paraguay,7882
Pilar,Paraguay,28435
Paraguari,Paraguay,18881
Villa Hayes,Paraguay,15643
San Pedro,Paraguay,9360
Ype Jhu,Paraguay,600
Filadelfia,Paraguay,10470
Salto del Guaira,Paraguay,
Asuncion,Paraguay,1870000
Puerto Pinasco,Paraguay,500
San Lorenzo,Paraguay,500000
Ita,Paraguay,41090
Hohenau,Paraguay,5306
Ypacarai,Paraguay,30150
Rosario,Paraguay,5123
Coronel Bogado,Paraguay,14297
Ygatimi,Paraguay,2809
Arroyos y Esteros,Paraguay,3055
Az Za`ayin,Qatar,
Al Wakrah,Qatar,
Al Khawr,Qatar,
Madinat ash Shamal,Qatar,
Umm Salal `Ali,Qatar,
Ar Rayyan,Qatar,
Doha,Qatar,1450000
Ash Shihaniyah,Qatar,
St.-Denis,Reunion,190047
St.-Benoit,Reunion,35310
Drobeta-Turnu Severin,Romania,106578
Braila,Romania,213569
Oradea,Romania,213830
Timisoara,Romania,315053
Resita,Romania,83324
Calarasi,Romania,73224
Arad,Romania,169065
Alexandria,Romania,49346
Slobozia,Romania,52693
Baia Mare,Romania,136553
Tulcea,Romania,92475
Ploiesti,Romania,232542
Piatra-Neamt,Romania,102688
Suceava,Romania,105796
Botosani,Romania,114783
Constanta,Romania,303399
Buzau,Romania,130954
Galati,Romania,311156
Vaslui,Romania,69225
Sfintu-Gheorghe,Romania,60677
Bacau,Romania,199668
Focsani,Romania,105112
Bucharest,Romania,1942000
Brasov,Romania,311044
Pitesti,Romania,171021
Tirgu Mures,Romania,149433
Deva,Romania,67802
Cluj-Napoca,Romania,316748
Rimnicu Vilcea,Romania,107558
Sibiu,Romania,155565
Targu Jiu,Romania,97179
Alba Lulia,Romania,66085
Giurgiu,Romania,69067
Zalau,Romania,63232
Craiova,Romania,304142
Hunedoara,Romania,
Targoviste,Romania,88435
Bistrita,Romania,81318
Satu Mare,Romania,112490
Slatina,Romania,78988
Miercurea Cuic,Romania,42029
Iasi,Romania,325914
Belgrade,Serbia,1099000
Arandelovac,Serbia,
Bela Palanka,Serbia,
Gadzin Han,Serbia,
Nis,Serbia,250000
Svrljig,Serbia,
Sokobanja,Serbia,
Boljevac,Serbia,
Zajecar,Serbia,
Bor,Serbia,
Negotin,Serbia,
Kladovo,Serbia,
Majdanpek,Serbia,
Golubac,Serbia,
Kucevo,Serbia,
Zagubica,Serbia,
Petrovac na Mlavi,Serbia,
Despotovac,Serbia,
Svilajnac,Serbia,
Doljevac,Serbia,
Merosina,Serbia,
Aleksinac,Serbia,
Blace,Serbia,
Brus,Serbia,
Krusevac,Serbia,
Aleksandrovac,Serbia,
